repository,notebook_path_or_name,error_type,error_message,python_version,repository_id
deprekate/PHANOTATE,Validation/Phannotate Gene Length Statistics.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.7,1305
deprekate/PHANOTATE,Validation/lastal_counts.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.7,1305
dereneaton/Canarium-GBS,nb-2-phylogeny-inference.ipynb,ImportError,ImportError,2.7.13,1650
dereneaton/Canarium-GBS,nb-3-concordance.ipynb,ImportError,ImportError,2.7.13,1650
dereneaton/Canarium-GBS,nb-4-BPP.ipynb,ImportError,ImportError,2.7.13,1650
dereneaton/Canarium-GBS,nb-6-abba-baba.ipynb,ImportError,ImportError,2.7.13,1650
dereneaton/Canarium-GBS,nb-7-BPP-unit-conversion.ipynb,ImportError,ImportError,2.7.13,1650
deriteidavid/conditionally_stable_circuits,Supplementary_notebook.ipynb,ImportError,ImportError,2.7.14,984
dfm/emcee,docs/_static/notebooks/autocorr.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.5,1245
dfm/emcee,docs/_static/notebooks/line.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.5,1245
dfm/emcee,docs/_static/notebooks/monitor.ipynb,ImportError,ImportError,3.6.8,1245
dhimmel/scopus,1.process-titles.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.3,1768
dib-lab/charcoal,charcoal/notebooks/explore-contam.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.6,124
dmnfarrell/gordon-group,antigen-mining/workflow_prediction.ipynb,ImportError,ImportError,2.7.10,2030
dmnfarrell/gordon-group,mbovis_annotation/annotation.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.8.6,2030
dmnfarrell/gordon-group,mbovis_annotation/pfam.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.8.6,2030
dmnfarrell/gordon-group,mirnaseq/isomir_analysis.ipynb,ImportError,ImportError,2.7.9,2030
dmnfarrell/gordon-group,mirnaseq/miRNA_features_analysis.ipynb,ImportError,ImportError,2.7.9,2030
dpeerlab/Palantir,notebooks/comparisons/dpt.ipynb,ImportError,ImportError,3.6.5,268
dpeerlab/Palantir,notebooks/comparisons/fateid.ipynb,ImportError,ImportError,3.6.5,268
dpeerlab/Palantir,notebooks/comparisons/monocle2.ipynb,ImportError,ImportError,3.6.5,268
dpeerlab/Palantir,notebooks/comparisons/paga.ipynb,ImportError,ImportError,3.6.5,268
dpeerlab/Palantir,notebooks/comparisons/slignshot.ipynb,ImportError,ImportError,3.6.5,268
ekbors/lionfish_scripts,allele_tracking_notebook_for_online.ipynb,ImportError,ImportError,2.7.10,1410
elifesciences-publications/2018_Bacterial_Pipeline_riboseq,GFF parsing Coli.ipynb,ImportError,ImportError,2.7.13,1423
elifesciences-publications/2018_Bacterial_Pipeline_riboseq,Ribo_Density.ipynb,ImportError,ImportError,2.7.13,1423
elifesciences-publications/CBM_C3_C4_Metabolism,notebooks/2019-05-06-mb-genC3-CO2-Effect.ipynb,ImportError,ImportError,2.7.6,936
elifesciences-publications/CBM_C3_C4_Metabolism,notebooks/2019-05-06-mb-genC3-Light-Effect.ipynb,ImportError,ImportError,2.7.6,936
elifesciences-publications/CBM_C3_C4_Metabolism,notebooks/2019-05-06-mb-genC3.ipynb,ImportError,ImportError,2.7.6,936
elifesciences-publications/CBM_C3_C4_Metabolism,notebooks/2019-05-06-mb-genC4-C4-mode.ipynb,ImportError,ImportError,2.7.6,936
elifesciences-publications/CBM_C3_C4_Metabolism,notebooks/2019-05-06-mb-genC4-CO2-Limitation.ipynb,ImportError,ImportError,2.7.6,936
elifesciences-publications/CBM_C3_C4_Metabolism,notebooks/2019-05-06-mb-genC4-Decarb-Oxy-Ratio-Effect.ipynb,ImportError,ImportError,2.7.6,936
elifesciences-publications/CBM_C3_C4_Metabolism,notebooks/2019-05-06-mb-genC4-H2O-Limitation.ipynb,ImportError,ImportError,2.7.6,936
elifesciences-publications/CBM_C3_C4_Metabolism,notebooks/2019-05-06-mb-genC4-Light-Effect.ipynb,ImportError,ImportError,2.7.6,936
elifesciences-publications/CBM_C3_C4_Metabolism,notebooks/2019-05-06-mb-genC4-Mal_Asp-Ratio-Effect.ipynb,ImportError,ImportError,2.7.6,936
elifesciences-publications/CBM_C3_C4_Metabolism,notebooks/2019-05-06-mb-genC4-N-Limitation-Effect.ipynb,ImportError,ImportError,2.7.6,936
elifesciences-publications/FIP-NDP52-paper,GUVintensity.ipynb,ImportError,ImportError,3.6.7,301
elifesciences-publications/PB2-DMS,Fig1_ProcessDMSdata.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.5,1293
elifesciences-publications/PB2-DMS,Fig2_InferPreferences.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.5,1293
elifesciences-publications/PB2-DMS,Fig3_IdentifyAdaptiveMutations.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.5,1293
elifesciences-publications/PB2-DMS,Fig5_MapDiffSelToStructure.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.5,1293
elifesciences-publications/PB2-DMS,Fig6_H7N9.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.5,1293
elifesciences-publications/PB2-DMS,Fig7_Accessibility.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.5,1293
elifesciences-publications/Priming-Skin-to-Regenerate-by-Inducing-Lef1-Expression-in-Fibroblasts-,Figure1a-c Supp Fig1b-c.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.4,636
elifesciences-publications/Priming-Skin-to-Regenerate-by-Inducing-Lef1-Expression-in-Fibroblasts-,Phan et al. Figure 1 d-g.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.4,636
elifesciences-publications/Priming-Skin-to-Regenerate-by-Inducing-Lef1-Expression-in-Fibroblasts-,Phan et al. Figure 2 Part 1.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.6,636
elifesciences-publications/Priming-Skin-to-Regenerate-by-Inducing-Lef1-Expression-in-Fibroblasts-,Phan et al. Figure 2 Part 2.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.6,636
elifesciences-publications/RegSeq,notebooks/1_2_checkmutations.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,264
elifesciences-publications/RegSeq,notebooks/3_1_create_keys.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,264
elifesciences-publications/RegSeq,notebooks/4_1_match_data.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,264
elifesciences-publications/RegSeq,notebooks/4_2_inference.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,264
elifesciences-publications/RegSeq,notebooks/4_4_plot_sequence_logo.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,264
elifesciences-publications/RegSeq,notebooks/4_5_plot_energy_matrix.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,264
elifesciences-publications/RegSeq,notebooks/5_1_mass_spec_pval.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,264
elifesciences-publications/RegSeq,notebooks/5_2_plot_mass_spec.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,264
elifesciences-publications/RegSeq,notebooks/deprecated_notebooks/SortSeq_Information_Footprints_new.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,264
elifesciences-publications/RegSeq,notebooks/deprecated_notebooks/auto_peak_call.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,264
elifesciences-publications/RegSeq,notebooks/deprecated_notebooks/checkmutations.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,264
elifesciences-publications/RegSeq,notebooks/deprecated_notebooks/mass_spec_pval.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,264
elifesciences-publications/RegSeq,notebooks/deprecated_notebooks/plot_arrays.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,264
elifesciences-publications/RegSeq,notebooks/deprecated_notebooks/plot_mass_spec.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,264
elifesciences-publications/YeastTrackAnalysis,analysis_3_analyzeSingleTracks_multiTrack_2_tracePlots_averages.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.3,921
elifesciences-publications/YeastTrackAnalysis,analysis_pipeline.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.3,921
elifesciences-publications/brian2_paper_examples,example_appendix_multicompartment_model.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.7,1124
elifesciences-publications/crossref,1.works-to-dataframe.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.0,1763
elifesciences-publications/crossref,2.types-to-dataframe.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.0,1763
elifesciences-publications/example-analyses,WMazeDemo.ipynb,ImportError,ImportError,3.5.3,1664
elifesciences-publications/ferrin_elife_2017,scripts/fit_simulation_to_experiment.ipynb,ImportError,ImportError,2.7.6,1947
elifesciences-publications/ferrin_elife_2017,scripts/plot_simulation_results_figs_3_to_7.ipynb,ImportError,ImportError,2.7.6,1947
elifesciences-publications/flu_single_cell,paper/figures/simple_Poisson_model.ipynb,ImportError,ImportError,3.5.2,1781
elifesciences-publications/scihub,download/libgen/3.read_mysql.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.0,1765
elifesciences-publications/scihub,download/scihub-logs/3.crossref-metadata.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.0,1765
elifesciences-publications/scopus,1.process-titles.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.3,1769
elifesciences-publications/self-assembling-manifold,paper_data_collection_plotting/cluster_benchmark_barplot.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.8,1061
elifesciences-publications/self-assembling-manifold,paper_data_collection_plotting/cluster_benchmark_biology.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.8,1061
elifesciences-publications/self-assembling-manifold,paper_data_collection_plotting/corruption_screen.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.8,1061
elifesciences-publications/self-assembling-manifold,paper_data_collection_plotting/figure1_metrics.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.8,1061
elifesciences-publications/self-assembling-manifold,paper_data_collection_plotting/seurat_screen.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.8,1061
elifesciences-publications/self-assembling-manifold,tutorial/SAM_Batch/macrophage_analysis.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.8,1061
elifesciences-publications/self-assembling-manifold,tutorial/SAM_Batch/schisto_batch_correction.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.8,1061
elifesciences-publications/self-assembling-manifold,tutorial/SAM_Functions/function_details.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.8,1061
elifesciences-publications/self-assembling-manifold,tutorial/SAM_IO/saving_loading_data.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.8,1061
elifesciences-publications/self-assembling-manifold,tutorial/SAM_Parameters/parameter_exploration.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.8,1061
elifesciences-publications/self-assembling-manifold,tutorial/SAM_Plotting/plotting_tutorial.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.8,1061
elifesciences-publications/self-assembling-manifold,tutorial/SAM_Structure/SAM_attributes.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,1061
elifesciences-publications/self-assembling-manifold,tutorial/quickstart_guide.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,1061
elifesciences-publications/tutorials,develop.ipynb,ImportError,ImportError,3.5.2,1663
elifesciences-publications/wiki-citation-usage,notebooks/DatasetAnonymization.ipynb,ImportError,ImportError,3.5.3,801
elifesciences-publications/wiki-citation-usage,notebooks/PCOR.ipynb,ImportError,ImportError,3.5.3,801
elifesciences-publications/wiki-citation-usage,notebooks/events--infobox-and-section.ipynb,ImportError,ImportError,3.5.3,801
elifesciences-publications/wiki-citation-usage,notebooks/events--overview-distinct-events.ipynb,ImportError,ImportError,3.5.3,801
elifesciences-publications/wiki-citation-usage,notebooks/events--overview.ipynb,ImportError,ImportError,3.5.3,801
elifesciences-publications/wiki-citation-usage,notebooks/events--time-to-event.ipynb,ImportError,ImportError,3.5.3,801
elifesciences-publications/wiki-citation-usage,notebooks/events-and-counts--hostnames.ipynb,ImportError,ImportError,3.5.3,801
elifesciences-publications/wiki-citation-usage,notebooks/events-and-counts--section_ids.ipynb,ImportError,ImportError,3.5.3,801
elifesciences-publications/wiki-citation-usage,notebooks/events-and-counts--top-level-domains.ipynb,ImportError,ImportError,3.5.3,801
elifesciences-publications/wiki-citation-usage,notebooks/events-and-counts-and-pageviews--WPM-page-classes.ipynb,ImportError,ImportError,3.5.3,801
elifesciences-publications/wiki-citation-usage,notebooks/events-and-pageviews--most-visited-WPM-pages.ipynb,ImportError,ImportError,3.5.3,801
elifesciences-publications/wiki-citation-usage,notebooks/exploratory--ncbi-and-free.ipynb,ImportError,ImportError,3.5.3,801
elifesciences-publications/wiki-citation-usage,notebooks/exploratory--tools_dot_wmflabs_dot_org-links.ipynb,ImportError,ImportError,3.5.3,801
elifesciences-publications/wiki-citation-usage,notebooks/export-to-parquet.ipynb,ImportError,ImportError,3.5.3,801
elifesciences-publications/wiki-citation-usage,notebooks/populate-freely_accessible-from-dumps.ipynb,ImportError,ImportError,3.5.3,801
elifesciences-publications/wiki-citation-usage,notebooks/populate-infobox-table-from-dumps.ipynb,ImportError,ImportError,3.5.3,801
elifesciences-publications/wiki-citation-usage,notebooks/populate-page_lengths-table-from-dumps.ipynb,ImportError,ImportError,3.5.3,801
elifesciences-publications/wiki-citation-usage,notebooks/populate-page_titles-table-from-dumps.ipynb,ImportError,ImportError,3.5.3,801
elifesciences-publications/wiki-citation-usage,notebooks/populate-pages-tables.ipynb,ImportError,ImportError,3.5.3,801
elifesciences-publications/wiki-citation-usage,notebooks/populate-section-table.ipynb,ImportError,ImportError,3.5.3,801
elija-feigl/FitViewer,viewertool.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.7-final,191
eliteodorescu/ODYN,Notebooks/ODYN_Automatic.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.4,347
eliteodorescu/ODYN,Notebooks/ODYN_Notebook.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.4,347
elkebir-group/ClonArch,data/LP.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.5,352
ethereumbook/ethereumbook,code/jupyter_notebook/keys_and_addresses_python_notebook.ipynb,ImportError,ImportError,3.5.2,1222
evogytis/baltic,docs/notebooks/austechia.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,104
extavourlab/hpo_ova_eggL_screen,Notebooks/03.2_ROC_curve_analysis_of_network_metrics.ipynb,ImportError,ImportError,3.5.6,612
extavourlab/hpo_ova_eggL_screen,Notebooks/07_Signaling_pathway_analysis.ipynb,ImportError,ImportError,3.5.6,612
farhat-lab/in-host-Mtbc-dynamics,(A) Find Genomic Coordinates for Epitope Peptide Sequences using BLAST.ipynb,ImportError,ImportError,2.7.16,17
farhat-lab/in-host-Mtbc-dynamics,(B) Create Gene Categories.ipynb,ImportError,ImportError,2.7.16,17
farhat-lab/in-host-Mtbc-dynamics,(F) Code to Functionally Annotate Single Nucleotide Variants.ipynb,ImportError,ImportError,2.7.16,17
farhat-lab/in-host-Mtbc-dynamics,(I) Replicate and Longitudinal SNP comparison to find optimal AF change threshold% for in-host SNPs.ipynb,ImportError,ImportError,2.7.16,17
farhat-lab/in-host-Mtbc-dynamics,Longitudinal Isolates/(G) Drug Resistance Genotype Prediction on Longitudinal Samples.ipynb,ImportError,ImportError,2.7.16,17
farhat-lab/in-host-Mtbc-dynamics,Longitudinal Isolates/In-host SNPs with AF change of 70% analyses/(A) Organize and Visualize SNPs with Circos Plot and Heatmap.ipynb,ImportError,ImportError,2.7.16,17
farhat-lab/in-host-Mtbc-dynamics,Longitudinal Isolates/In-host SNPs with AF change of 70% analyses/(B) Mutational Spectrum of SNPs and AF change between Functional SNP type.ipynb,ImportError,ImportError,2.7.16,17
farhat-lab/in-host-Mtbc-dynamics,Longitudinal Isolates/In-host SNPs with AF change of 70% analyses/(D) Num SNPs vs Time Between Sample Collection.ipynb,ImportError,ImportError,2.7.16,17
farhat-lab/in-host-Mtbc-dynamics,Longitudinal Isolates/In-host SNPs with AF change of 70% analyses/(E) Num SNPs vs Time Between Sample Collection for Confirmed Failure Relapse Patients.ipynb,ImportError,ImportError,2.7.16,17
farhat-lab/in-host-Mtbc-dynamics,Longitudinal Isolates/In-host SNPs with AF change of 70% analyses/(F) Convergent Mutations at Pathway Level Analysis.ipynb,ImportError,ImportError,2.7.16,17
farhat-lab/in-host-Mtbc-dynamics,Replicate Isolates/(A) Process Replicate Samples - FASTQ to VCF.ipynb,ImportError,ImportError,2.7.16,17
farhat-lab/in-host-Mtbc-dynamics,"SNPs from Public Samples & tSNE Homoplasy Visualization/(B) Assign Lineages to Samples, Downsample & Re-Filter for Genotypes Matrix.ipynb",ImportError,ImportError,2.7.16,17
farhat-lab/in-host-Mtbc-dynamics,SNPs from Public Samples & tSNE Homoplasy Visualization/(D) Phylogenetic Convergence Test in Public Samples for In-Host SNPs.ipynb,ImportError,ImportError,2.7.16,17
farhat-lab/in-host-Mtbc-dynamics,Short Read Simulations/(C) Call Variants in Reference Genomes and Simulated Samples against H37Rv.ipynb,ImportError,ImportError,2.7.16,17
farhat-lab/in-host-Mtbc-dynamics,Short Read Simulations/(D) Analysis of Variant Calls from Simulated Reads.ipynb,ImportError,ImportError,2.7.16,17
flamholz/carboxecoli,notebooks/01_FBA_rubisco_flux_prediction.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.8.2,193
flamholz/carboxecoli,notebooks/Figure 2S1 OptSlope design.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.5,193
flamholz/carboxecoli,notebooks/Figure 3 ambient growth.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.8.2,193
flamholz/carboxecoli,notebooks/Figure 3S2 ambient growth.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.8.2,193
flamholz/carboxecoli,notebooks/Figure 4 CCM mutants 12day.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.8.2,193
flamholz/carboxecoli,notebooks/Figure 4S1 CCM mutants endpoint both.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.8.2,193
flamholz/carboxecoli,notebooks/Figure 6 and supplements LCMS.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.8.2,193
flamholz/malate_synthase,pipeline/00_reformat_and_filter.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,280
flamholz/malate_synthase,pipeline/01_plot_co_occurrence.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,280
gallantlab/pyrcca,examples/Pyrcca_neuroimaging_example.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,2015
gallantlab/pyrcca,examples/Pyrcca_usage_example.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.8,2015
gitesei/SI-intimin,all-atom_analysis.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.6,405
gitesei/SI-intimin,coarse-grained_sims.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.6,405
gitter-lab/pria_lifechem,pria_lifechem/analysis/PS_Prediction_vs_Activity_Correlation.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.4,1512
gitter-lab/t-cell-classification,image_processing.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.8,914
gitter-lab/t-cell-classification,logistic_regression.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.8,914
gitter-lab/t-cell-classification,simple_cnn_lenet.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.8,914
gitter-lab/t-cell-classification,simple_neural_network.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.8,914
gitter-lab/t-cell-classification,transfer_learning.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.8,914
glioi/BIDS_fMRI_analysis_nipype,fMRI_1st_Level.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.8,737
glioi/BIDS_fMRI_analysis_nipype,fMRI_2nd_Level.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.8,737
greenelab/scihub,download/libgen/3.read_mysql.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.0,1764
greenelab/scihub,download/scihub-logs/3.crossref-metadata.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.0,1764
greenelab/simulate-expression-compendia,Human_tests/Human_experiment_limma.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,226
greenelab/simulate-expression-compendia,Human_tests/Human_sample_limma.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,226
greenelab/simulate-expression-compendia,Pseudo_experiments/create_heatmap.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,226
greenelab/simulate-expression-compendia,Pseudo_experiments/create_vae_compressed_only_experiment.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,226
greenelab/simulate-expression-compendia,Pseudomonas/Pseudomonas_test_experiment_effect.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,226
greenelab/simulate-expression-compendia,Pseudomonas_tests/Pseudomonas_experiment_limma.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,226
greenelab/simulate-expression-compendia,Pseudomonas_tests/Pseudomonas_sample_combat.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,226
greenelab/simulate-expression-compendia,Pseudomonas_tests/Pseudomonas_sample_limma.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,226
greenelab/simulate-expression-compendia,Validate_simulations/test_reduced_expression_variance.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,226
gregmedlock/ssl_ensembles,bin/biolog_processing.ipynb,ImportError,ImportError,3.5.2,878
gregmedlock/ssl_ensembles,bin/curation_targets.ipynb,ImportError,ImportError,3.5.2,878
gregmedlock/ssl_ensembles,bin/deep_gapfill.ipynb,ImportError,ImportError,3.5.2,878
gregmedlock/ssl_ensembles,bin/essentiality_dataset_comparison.ipynb,ImportError,ImportError,3.5.2,878
gregmedlock/ssl_ensembles,bin/generate_recons.ipynb,ImportError,ImportError,3.5.2,878
gregmedlock/ssl_ensembles,bin/iterative_gapfill.ipynb,ImportError,ImportError,3.5.2,878
gregmedlock/ssl_ensembles,bin/plot_knockouts.ipynb,ImportError,ImportError,3.5.2,878
gregmedlock/ssl_ensembles,bin/reaction_and_gene_knockouts.ipynb,ImportError,ImportError,3.5.2,878
gregmedlock/ssl_ensembles,bin/subsample_ensembles.ipynb,ImportError,ImportError,3.5.2,878
gregmedlock/ssl_ensembles,bin/test_train_split.ipynb,ImportError,ImportError,3.5.2,878
hanmei5191/Plasmid_heteroplasmy,Figure_1/Figure_1.ipynb,ImportError,ImportError,2.7.14,1057
hanmei5191/Plasmid_heteroplasmy,Figure_2/Figure_2_modelling.ipynb,ImportError,ImportError,2.7.14,1057
hanmei5191/Plasmid_heteroplasmy,Figure_2/Figure_2_trajectory.ipynb,ImportError,ImportError,2.7.14,1057
hanmei5191/Plasmid_heteroplasmy,Figure_S1/Figure_S1.ipynb,ImportError,ImportError,2.7.14,1057
hanmei5191/Plasmid_heteroplasmy,Figure_S2/Figure_S2.ipynb,ImportError,ImportError,2.7.14,1057
hanmei5191/Plasmid_heteroplasmy,Figure_S4/Figure_S4A.ipynb,ImportError,ImportError,2.7.14,1057
hanmei5191/Plasmid_heteroplasmy,Figure_S4/Figure_S4B.ipynb,ImportError,ImportError,2.7.14,1057
hanmei5191/Plasmid_heteroplasmy,Figure_S7/Figure_S7.ipynb,ImportError,ImportError,2.7.14,1057
harmslab/latticeproteins,examples/Basic example of latticeproteins.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.2,1865
harmslab/notebooks-nonlinear-high-order-epistasis,figures-notebooks/figure-02.ipynb,ImportError,ImportError,3.6.2,1985
harmslab/notebooks-nonlinear-high-order-epistasis,figures-notebooks/figure-03.ipynb,ImportError,ImportError,3.6.2,1985
harmslab/notebooks-nonlinear-high-order-epistasis,figures-notebooks/figure-04.ipynb,ImportError,ImportError,3.6.2,1985
harmslab/notebooks-nonlinear-high-order-epistasis,figures-notebooks/figure-05.ipynb,ImportError,ImportError,3.6.2,1985
harmslab/notebooks-nonlinear-high-order-epistasis,figures-notebooks/figure-06.ipynb,ImportError,ImportError,3.6.2,1985
helmutsimon/ProbPolymorphism,tables_and_figures/generate_tables.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,324
histedlab/code-feedforward-inhibition-condLIF,Example-network_response_feedforward_input.ipynb,ImportError,ImportError,2.7.11,1705
hms-dbmi/Hail-on-Google-Cloud,Analysis/GWAS_Gender_Phase1.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.4,271
hms-dbmi/Hail-on-Google-Cloud,Tutorial/Create_MT_file.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.4,271
ideaconsult/notebooks-ambit,excapedb/fix_release_v1.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.4,240
ideaconsult/notebooks-ambit,excapedb/structures.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.4,240
idekerlab/cy-rest-python,basic/CytoscapeJS_visualization.ipynb,ImportError,ImportError,2.7.10,2103
idekerlab/cy-rest-python,basic/CytoscapeREST_Basic2.ipynb,ImportError,ImportError,2.7.10,2103
idekerlab/cy-rest-python,basic/CytoscapeREST_Basic3.ipynb,ImportError,ImportError,2.7.10,2103
idekerlab/cy-rest-python,basic/RECOMB2014_demo-final.ipynb,ImportError,ImportError,2.7.10,2103
illumina/paragraph,share/test-data/paragraph/pg-het-ins/pg-het-ins.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.0,1188
invibe/ANEMO,demo/show.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.2,487
invibe/ANEMO,dev/2018-05-30_poster___Plot.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,487
invibe/ANEMO,dev/2018-05-30_poster___Scatterplot_full.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,487
invibe/ANEMO,dev/2018-05-30_poster___Scatterplot_full_aa.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,487
invibe/ANEMO,dev/2018-12-20_plotly___test.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,487
invibe/ANEMO,dev/2019-01-07_plotly___fct_position.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,487
invibe/ANEMO,dev/2019-01-07_plotly___fct_saccade.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,487
invibe/ANEMO,dev/2019-01-07_plotly___fct_velocity-Copy1.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,487
invibe/ANEMO,dev/2019-01-07_plotly___fct_velocity.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,487
invibe/ANEMO,dev/2019-01-14_sklearn___test_SVM_2.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,487
invibe/ANEMO,dev/2019-01-16_sort_BadTrial___sklearn__Data.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,487
invibe/ANEMO,dev/2019-01-16_sort_BadTrial___sklearn__Data_2_classes.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,487
invibe/ANEMO,dev/2019-02-01_sort_BadTrial___sklearn__Data_Full.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,487
invibe/ANEMO,dev/2019-02-08_sort_BadTrial___sklearn__scoring_balanced.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,487
